URL,ADR Folders,Number of ADR Files,Names of ADR Folders,Names of ADR Files
https://github.com/alphagov/verify-hub.git,2,5,doc/adr| hub/policy/doc/adr,doc/adr/0003-simple-saml-profile.md| doc/adr/0001-record-architecture-decisions.md| doc/adr/0002-accept-eidas-assertions-in-verify.md| hub/policy/doc/adr/0001-record-architechture-decisions.md| hub/policy/doc/adr/0002-extend-policy-session-length.md
https://github.com/elifesciences/api-raml.git,1,3,adr,adr/0003-use-raml-annotation-deprecated.md| adr/0001-use-square-brackets-for-query-string-parameters-with-multiple-values.md| adr/0002-use-raml-annotation-experimental.md
https://github.com/jmoratilla/devops-challenge.git,1,13,doc/adr,doc/adr/0010-feat-ci-cd-with-circleci.md| doc/adr/0007-feat-code-for-microservices-arch.md| doc/adr/0003-doc-about-platform.md| doc/adr/0006-feat-add-autoscaling-policy.md| doc/adr/0013-feat-implement-helm.md| doc/adr/0008-feat-ideas-for-resilience.md| doc/adr/0004-feat-about-orchestration.md| doc/adr/0012-replace-spring-cloud-netflix-arch-with-spring-cloud-kubernetes.md| doc/adr/0002-feat-create-staging-branch.md| doc/adr/0005-feat-terraform-and-kops.md| doc/adr/0009-doc-about-monorepo.md| doc/adr/0011-doc-retrospective.md| doc/adr/0001-record-architecture-decisions.md
https://github.com/aml-org/amf.git,1,10,adrs,adrs/0006-message-headers-schema.md| adrs/0004-async-message-examples-are-saved-in-separate-fields.md| adrs/0002-async-uses-its-editing-pipeline-as-validation-pipeline.md| adrs/0010-shape-annotation-types.md| adrs/0005-api-hierarchy-web-async.md| adrs/0008-included-json-schemas-domain-element-merging.md| adrs/0007-ref-with-facets-parsing-for-draft-2019-09.md| adrs/0003-new-annotation-removal-stage-present-in-all-webapi-pipelines.md| adrs/0009-deprecated-field-iritemplatemapping.md| adrs/0001-record-architecture-decisions.md
https://github.com/ministryofjustice/hmpps-interventions-ui.git,1,12,doc/architecture/decisions,doc/architecture/decisions/0006-use-jest-for-testing.md| doc/architecture/decisions/0008-use-snyk-to-scan-for-cves.md| doc/architecture/decisions/0002-use-express.md| doc/architecture/decisions/0011-use-redis-backed-drafts.md| doc/architecture/decisions/0009-use-helmet-for-http-security.md| doc/architecture/decisions/0010-use-stylelint-for-linting-styles.md| doc/architecture/decisions/0012-use-feature-flags-for-in-progress-features.md| doc/architecture/decisions/0004-use-eslint.md| doc/architecture/decisions/0003-use-typescript.md| doc/architecture/decisions/0005-use-prettier-to-format-typescript-code.md| doc/architecture/decisions/0001-record-architecture-decisions.md| doc/architecture/decisions/0007-use-cypress-for-integration-testing.md
https://github.com/frittinger/summits.git,1,4,doc/adr,doc/adr/0004-move-services-to-top-level.md| doc/adr/0003-use-java-newer-than-java-8.md| doc/adr/0001-record-architecture-decisions.md| doc/adr/0002-use-docker-as-runtime-for-services.md
https://github.com/russelltsherman/zsh.git,1,2,docs/adr,docs/adr/0002-use-drop-in-pattern-for-extensibility.md| docs/adr/0001-record-architecture-decisions.md
https://github.com/DFE-Digital/apply-for-teacher-training.git,1,19,adr,adr/0003-initial-datamodel.md| adr/0014-alerting-monitoring.md| adr/0009-async-and-scheduled-jobs.md| adr/0007-integration-with-eapim.md| adr/0011-storing-diversity-data.md| adr/0010-cookie-sessions.md| adr/0017-application-choice-updated-at.md| adr/0005-application-structure.md| adr/0008-api-extensions-mechanism.md| adr/0018-public-ids-for-qualifications.md| adr/0013-course-option-validity.md| adr/0019-js-system-specs.md| adr/0012-extra-security-for-support.md| adr/0015-carrying-over-applications.md| adr/0004-application-architecture.md| adr/0002-use-devise-for-authentication.md| adr/0006-retrieving-data-from-find.md| adr/0016-structured-gcse-grades.md| adr/0001-record-architecture-decisions.md
https://github.com/SparksNetwork/backend-services.git,1,3,adr,adr/adr-001-service-scope.md| adr/adr-003-sending-notifications.md| adr/adr-002-unique-ids.md
https://github.com/kbase/execution_engine2.git,1,4,docs/adrs,docs/adrs/003-Retry_endpoint_design.md| docs/adrs/004-SplitAndAggregate.md| docs/adrs/rework-batch-analysis-architecture.md| docs/adrs/002-Retry_endpoint.md
https://github.com/discosultan/test-assignments.git,1,2,shopping-basket/doc/adr,shopping-basket/doc/adr/0002-command.md| shopping-basket/doc/adr/0001-id-type.md
https://github.com/LBHackney-IT/document-evidence-store-frontend.git,1,4,docs/adr,docs/adr/0003-use-superjson-for-serialising-complex-objects.md| docs/adr/0004-use-mocks-server-for-mocking-api-requests-in-e2e-tests.md| docs/adr/0002-switch-from-client-side-api-requests-to-server-side.md| docs/adr/0001-record-architecture-decisions.md
https://github.com/amolofos/automated-workstation-setup.git,1,2,docs/architecture,docs/architecture/0002-ansible-do-not-use-local-connections.md| docs/architecture/0001-record-architecture-decisions.md
https://github.com/AICoE/aicoe-ci.git,1,2,docs/adr,docs/adr/0001-use-gpl3-as-license.md| docs/adr/0000-use-markdown-architectural-decision-records.md
https://github.com/comnik/declarative-dataflow.git,1,3,docs/adr,docs/adr/0002-data-model.md| docs/adr/0001-server-architecture.md| docs/adr/0003-naming.md
https://github.com/fritogotlayed/Plex-Automated-Subtitle-Synchronization.git,1,1,docs/ADRs,docs/ADRs/0001 - logging.md
https://github.com/hyprnz/terraform-aws-iam-module.git,1,3,docs/adr,docs/adr/0003-dual-support-for-terraform-version-0-11-and-0-12.md| docs/adr/0002-create-a-collection-of-iam-related-modules.md| docs/adr/0001-record-architecture-decisions.md
https://github.com/virtualidentityag/spring-boot-boilerplate.git,1,7,doc/adr,doc/adr/0004-use-openapi-for-contract-first-rest-api-definition.md| doc/adr/0005-use-gradle-as-build-tool.md| doc/adr/0006-use-moduliths-library.md| doc/adr/0007-use-spring-sleuth-for-tracing.md| doc/adr/0002-use-spring-boot-as-application-framework.md| doc/adr/0003-use-hateoas-and-hal-as-rest-api-convention.md| doc/adr/0001-java-version-15.md
https://github.com/ministryofjustice/dso-architectural-decisions.git,1,3,doc/adr,doc/adr/0003-rebuild-nomis-in-azure.md| doc/adr/0002-rebuild-nomis-in-azure.md| doc/adr/0001-record-architecture-decisions.md
https://github.com/Alfresco/alfresco-identity-service.git,1,1,docs/adrs,docs/adrs/0001-Internal-JWT-Token-Details.md
https://github.com/elifesciences/tech-team.git,1,8,adr,adr/0002-use-containers-for-foreign-languages.md| adr/0001-pull-request-workflow.md| adr/0009-supported-python-versions-containers.md| adr/0008-civi.md| adr/0005-supported-php-versions.md| adr/0006-supported-node-and-npm-versions.md| adr/0004-supported-python-versions.md| adr/0003-rds-postgresql-permissions.md
https://github.com/npryce/pottery.git,1,6,docs/adr,docs/adr/0005-sherd-files-have-unique-ids-to-make-merging-histories-easy.md| docs/adr/0003-pottery-shards-are-markdown-text.md| docs/adr/0004-store-shards-in-time-stamped-directories-and-files.md| docs/adr/0002-bootstrap-by-copying-the-adr-tools-source-code.md| docs/adr/0006-provide-a-hook-for-different-types-of-sherd.md| docs/adr/0001-record-architecture-decisions.md
https://github.com/pagopa/io-pagopa-proxy.git,1,1,doc/adr,doc/adr/0002-use-uuid-v1-for-sequential-requests.md
https://github.com/reactioncommerce/reaction-component-library.git,1,8,docs/architecture/decisions,docs/architecture/decisions/0006-style-components.md| docs/architecture/decisions/0008-keep-styles-with-components.md| docs/architecture/decisions/0007-publish-components.md| docs/architecture/decisions/0004-define-project-structure.md| docs/architecture/decisions/0002-12factor-config-from-env.md| docs/architecture/decisions/0005-test-components.md| docs/architecture/decisions/0003-choose-a-style-guide-generator-framework.md| docs/architecture/decisions/0001-use-adrs.md
https://github.com/UKGovernmentBEIS/beis-report-official-development-assistance.git,2,36,doc/architecture/decisions| doc/adr,doc/architecture/decisions/0025-use-terraform-to-set-up-and-deploy-to-the-paas.md| doc/architecture/decisions/0004-add-rollbar-for-application-monitoring.md| doc/architecture/decisions/0006-use-auth0-for-authentication.md| doc/architecture/decisions/0020-use-skylight-application-performance-monitoring.md| doc/architecture/decisions/0032-remove-unused-skylight-performance-monitoring-app.md| doc/architecture/decisions/0012-use-wicked-for-multi-step-forms.md| doc/architecture/decisions/0028-add-cdn-route.md| doc/architecture/decisions/0009-use-pundit-to-manage-permissions.md| doc/architecture/decisions/0029-application-text-encoding.md| doc/architecture/decisions/0030-run-data-migrations-manually.md| doc/architecture/decisions/0010-decision-to-not-use-docker-in-dev.md| doc/architecture/decisions/0024-use-scripts-to-rule-them-all.md| doc/architecture/decisions/0011-use-govuk-design-system-form-builder.md| doc/architecture/decisions/0005-use-travis-for-ci.md| doc/architecture/decisions/0013-travis-only-tests-with-docker-containers.md| doc/architecture/decisions/0031-replace-publicactivity-with-our-own-hand-rolled-way-of-recording-changes.md| doc/architecture/decisions/0026-use-omniauth-to-standardise-authentication.md| doc/architecture/decisions/0008-use-heroku-for-hosting.md| doc/architecture/decisions/0015-disable-auth0s-requirement-for-javascript-during-the-authentication-journey.md| doc/architecture/decisions/0019-use-data-migrations-to-update-live-data.md| doc/architecture/decisions/0022-use-govuk-paas-for-hosting.md| doc/architecture/decisions/0003-use-dotenv-for-managing-environment-variables.md| doc/architecture/decisions/0027-use-github-actions-for-continuous-integration.md| doc/architecture/decisions/0014-use-coveralls-for-monitoring-test-coverage.md| doc/architecture/decisions/0019-use-public-activity-gem.md| doc/architecture/decisions/0003-use-standard-rb.md| doc/architecture/decisions/0023-use-docker-hub-in-deployments.md| doc/architecture/decisions/0009-use-sidekiq-and-redis-to-send-emails.md| doc/architecture/decisions/0016-use-brakeman-as-a-static-code-analyser.md| doc/architecture/decisions/0033-move-towards-more-continuous-delivery.md| doc/architecture/decisions/0002-use-bullet-to-catch-nplus1-queries.md| doc/architecture/decisions/0021-use-lograge-gem.md| doc/architecture/decisions/0001-record-architecture-decisions.md| doc/architecture/decisions/0018-use-a-server-side-session-store.md| doc/architecture/decisions/0007-use-a-changelog-for-tracking-changes-in-a-release.md| doc/adr/0001-use-pull-request-templates.md
https://github.com/AspieArchitect/DataCatalogDoc.git,1,4,DecisionRegister,DecisionRegister/decision_004.md| DecisionRegister/decision_001.md| DecisionRegister/decision_003.md| DecisionRegister/decision_002.md
https://github.com/lcarsde/lcarsde.git,1,5,adr/adrs,adr/adrs/display-server-library.md| adr/adrs/language-for-wm.md| adr/adrs/use-of-colors.md| adr/adrs/identification-of-special-tool-windows.md| adr/adrs/ipc-between-wm-and-menu.md
https://github.com/kopach/karma-sabarivka-reporter.git,1,4,doc/adr,doc/adr/0001-documenting-architecture-decisions.md| doc/adr/0004-conventional-commits-format-for-commits.md| doc/adr/0003-high-test-coverage-thresholds.md| doc/adr/0002-typescript-as-project-language.md
https://github.com/wolframkriesing/site-stitcher.git,1,3,docs/adr,docs/adr/001-generate-static-pages.md| docs/adr/002-use-the-singular-for-file-names.md| docs/adr/000-use-adrs.md
https://github.com/KIT-SOC4S/ftd-scratch3-offline.git,1,20,docs/architecture/decisions,docs/architecture/decisions/0007-use-arduino-cli-in-offline-mode.md| docs/architecture/decisions/0014-only-a-single-scratch-hat-is-supported.md| docs/architecture/decisions/0002-use-java-as-language.md| docs/architecture/decisions/0011-implement-complex-scratch-functions-in-a-helper-function.md| docs/architecture/decisions/0004-use-multiple-projects.md| docs/architecture/decisions/0012-generate-simple-scratch-statements-in-java-and-don-t-call-a-helper-function.md| docs/architecture/decisions/0016-don-t-support-scratch-sounds-and-sound-related-blocks.md| docs/architecture/decisions/0005-use-cpp-to-interface-with-the-ftduino.md| docs/architecture/decisions/0020-use-json-for-scratch-to-local-server-communication.md| docs/architecture/decisions/0019-allow-direct-input-of-project-json-without-a-sb3-file.md| docs/architecture/decisions/0010-use-travis-ci-for-continuous-integration.md| docs/architecture/decisions/0008-use-scratch-saves-as-input-for-conversion-to-c.md| docs/architecture/decisions/0018-conversion-of-unknown-scratch-functions-to-c-will-fail.md| docs/architecture/decisions/0013-communicate-with-the-scratch-app-via-a-local-web-server.md| docs/architecture/decisions/0009-use-jackson-to-read-json-files.md| docs/architecture/decisions/0017-don-t-support-scratch-images-sprites-and-image-sprite-related-blocks.md| docs/architecture/decisions/0015-use-floats-for-storing-numbers-not-doubles-as-scratch-does.md| docs/architecture/decisions/0003-use-gradle-as-build-system.md| docs/architecture/decisions/0001-record-architecture-decisions.md| docs/architecture/decisions/0006-use-arduino-cli-to-upload-compile-code-for-the-ftduino.md
https://github.com/baloise/CICD-pipeline.git,1,8,docs/decisions,docs/decisions/008-backwards-compatibility.md| docs/decisions/002-usage-and-import-of-shared-library.md| docs/decisions/007-use-docker-as-default-for-tool-provisioning.md| docs/decisions/005-use-interfaces-for-abstraction.md| docs/decisions/003-library-testing.md| docs/decisions/006-homogeneous-build-across-environments.md| docs/decisions/004-depend-on-linux.md| docs/decisions/001-open-source-shared-jenkins-library.md
https://github.com/audramatar/gladiator_v2.git,1,6,adrs,adrs/12-12-2017_useable_items.md| adrs/12-6-2017_combat_class.md| adrs/12-9-2017_player_interface.md| adrs/12-12-2017_random_character_generation.md| adrs/12-12-2017_character_creation.md| adrs/12-12-2017_castable_spells.md
https://github.com/alexanderbird/texas-holdem-code-challenge.git,1,13,doc/decisions,doc/decisions/0009-use-typescript-3-4-5.md| doc/decisions/0008-use-typescript.md| doc/decisions/0004-use-jasmine-for-unit-testing.md| doc/decisions/0012-treat-this-as-a-programming-puzzle-not-a-client-deliverable.md| doc/decisions/0007-optimize-for-testability-and-readability-rather-than-performance.md| doc/decisions/0003-use-familiar-tools.md| doc/decisions/0002-use-node-js.md| doc/decisions/0005-use-a-linter.md| doc/decisions/0006-use-eslint-for-linting.md| doc/decisions/0010-use-an-open-source-permutation-library-js-combinatorics.md| doc/decisions/0011-sort-hands-with-a-single-hexadecimal-string.md| doc/decisions/0013-show-no-kickers-for-ties.md| doc/decisions/0001-record-architecture-decisions.md
https://github.com/wmde/banner-server.git,1,1,docs/adr,docs/adr/001-test-names.md
https://github.com/endjin/pr-autoflow.git,1,1,docs/adr,docs/adr/0001-automated-dependency-release-management.md
https://github.com/mozilla/nucleus.git,1,2,docs/architecture/decisions,docs/architecture/decisions/0002-push-data-changes-to-github.md| docs/architecture/decisions/0001-record-architecture-decisions.md
https://github.com/alphagov/govuk-docker.git,1,4,docs/adr,docs/adr/0004-use-versioned-database-services.md| docs/adr/0002-docker-images-for-ruby-applications.md| docs/adr/0003-use-docker-volumes-for-improved-macos-performance.md| docs/adr/0001-record-architecture-decisions.md
https://github.com/ComPWA/expertsystem.git,1,3,docs/adr,docs/adr/000.md| docs/adr/001.md| docs/adr/002.md
https://github.com/DFE-Digital/teacher-training-api.git,1,9,docs/adr,docs/adr/0003-integration-tests.md| docs/adr/0004-before-action-variables.md| docs/adr/0005-service-entry-points.md| docs/adr/0009-form-objects.md| docs/adr/0002-use-adr-tools-with-custom-template.md| docs/adr/0008-use-skylight-for-performance-monitoring.md| docs/adr/0006-controller-structure.md| docs/adr/0007-javascript-linting.md| docs/adr/0001-record-architecture-decisions.md
https://github.com/ministryofjustice/form-builder.git,1,10,decisions,decisions/0005-integration-with-github.md| decisions/0007-replacing-the-storage.md| decisions/0002-secure-JSON-output.md| decisions/0010-testing-the-editor-pipeline.md| decisions/0008-the-runner.md| decisions/0003-files-in-JSON-output.md| decisions/0004-microservice-authentication-method.md| decisions/0009-editor-online.md| decisions/0006-reduce-number-of-emails-per-submission.md| decisions/0001-record-architecture-decisions.md
